#,Team,M,W,D,L,Goals,Diff,Pts
1,Chelsea FC,19,16,1,2,42:13,29,49
2,Liverpool FC,19,13,4,2,46:21,25,43
3,Arsenal FC,19,12,4,3,41:19,22,40
4,Tottenham Hotspur,19,11,6,2,37:14,23,39
5,Manchester City,19,12,3,4,39:21,18,39
6,Manchester United,19,10,6,3,29:19,10,36
7,Everton FC,19,7,6,6,25:23,2,27
8,West Bromwich Albion,19,7,5,7,25:23,2,26
9,Southampton FC,19,6,6,7,19:22,-3,24
10,AFC Bournemouth,19,7,3,9,26:31,-5,24
11,Burnley FC,19,7,2,10,21:29,-8,23
12,West Ham United,19,6,4,9,23:33,-10,22
13,Watford FC,19,6,4,9,23:34,-11,22
14,Stoke City,19,5,6,8,22:32,-10,21
15,Leicester City,19,5,5,9,24:31,-7,20
16,Middlesbrough FC,19,4,6,9,17:22,-5,18
17,Crystal Palace,19,4,4,11,29:35,-6,16
18,Sunderland AFC,19,4,2,13,17:35,-18,14
19,Hull City,19,3,4,12,16:41,-25,13
20,Swansea City,19,3,3,13,21:44,-23,12
