#,Team,M,W,D,L,Goals,Diff,Pts
1,Manchester City,4,4,0,0,11:4,7,12
2,Chelsea FC,4,3,1,0,9:4,5,10
3,Everton FC,4,3,1,0,7:2,5,10
4,Manchester United,4,3,0,1,7:3,4,9
5,Tottenham Hotspur,4,2,2,0,7:2,5,8
6,Liverpool FC,4,2,1,1,9:7,2,7
7,Arsenal FC,4,2,1,1,8:6,2,7
8,Hull City,4,2,1,1,5:3,2,7
9,Middlesbrough FC,4,1,2,1,4:4,0,5
10,Watford FC,4,1,1,2,7:8,-1,4
11,Crystal Palace,4,1,1,2,3:4,-1,4
12,West Bromwich Albion,4,1,1,2,2:3,-1,4
13,Swansea City,4,1,1,2,4:6,-2,4
14,AFC Bournemouth,4,1,1,2,3:5,-2,4
14,Burnley FC,4,1,1,2,3:5,-2,4
16,Leicester City,4,1,1,2,4:7,-3,4
17,West Ham United,4,1,0,3,5:9,-4,3
18,Southampton FC,4,0,2,2,3:6,-3,2
19,Sunderland AFC,4,0,1,3,3:8,-5,1
20,Stoke City,4,0,1,3,2:10,-8,1
