#,Team,M,W,D,L,Goals,Diff,Pts
1,Manchester City,9,6,2,1,20:9,11,20
2,Arsenal FC,9,6,2,1,19:9,10,20
3,Liverpool FC,9,6,2,1,20:11,9,20
4,Chelsea FC,9,6,1,2,19:9,10,19
5,Tottenham Hotspur,9,5,4,0,13:4,9,19
6,Everton FC,9,4,3,2,13:8,5,15
7,Manchester United,9,4,2,3,13:12,1,14
8,Southampton FC,9,3,4,2,11:8,3,13
9,Watford FC,9,3,3,3,13:13,0,12
10,AFC Bournemouth,9,3,3,3,12:12,0,12
11,Crystal Palace,9,3,2,4,12:12,0,11
12,Leicester City,9,3,2,4,11:15,-4,11
13,West Bromwich Albion,9,2,4,3,10:10,0,10
14,Burnley FC,9,3,1,5,8:13,-5,10
15,West Ham United,9,3,1,5,10:17,-7,10
16,Stoke City,9,2,3,4,9:16,-7,9
17,Middlesbrough FC,9,1,4,4,7:11,-4,7
18,Hull City,9,2,1,6,8:22,-14,7
19,Swansea City,9,1,2,6,8:15,-7,5
20,Sunderland AFC,9,0,2,7,6:16,-10,2
