#,Team,M,W,D,L,Goals,Diff,Pts
1,Manchester United,15,12,0,3,37:21,16,36
2,Manchester City,15,9,6,0,28:11,17,33
3,Chelsea FC,15,7,5,3,25:16,9,26
4,Tottenham Hotspur,15,8,2,5,28:23,5,26
5,West Bromwich Albion,15,8,2,5,24:19,5,26
6,Everton FC,15,5,8,2,25:19,6,23
7,Swansea City,15,6,5,4,23:17,6,23
8,West Ham United,15,6,4,5,19:17,2,22
9,Stoke City,15,5,7,3,14:12,2,22
10,Arsenal FC,15,5,6,4,24:16,8,21
11,Liverpool FC,15,4,7,4,19:18,1,19
12,Norwich City,15,4,7,4,13:21,-8,19
13,Fulham FC,15,4,5,6,25:26,-1,17
14,Newcastle United,15,4,5,6,17:21,-4,17
15,Sunderland AFC,15,3,7,5,16:18,-2,16
16,Aston Villa,15,3,5,7,12:23,-11,14
17,Wigan Athletic,15,4,2,9,15:28,-13,14
18,Southampton FC,15,3,3,9,21:32,-11,12
19,Reading FC,15,1,6,8,19:30,-11,9
20,Queens Park Rangers,15,0,6,9,11:27,-16,6
