#,Team,M,W,D,L,Goals,Diff,Pts
1,Manchester United,18,14,1,3,44:25,19,43
2,Manchester City,18,11,6,1,34:15,19,39
3,Chelsea FC,18,9,6,3,38:19,19,33
4,Arsenal FC,18,8,6,4,32:18,14,30
5,Everton FC,18,7,9,2,30:22,8,30
6,Tottenham Hotspur,18,9,3,6,30:25,5,30
7,West Bromwich Albion,18,9,3,6,26:22,4,30
8,Liverpool FC,18,6,7,5,27:23,4,25
9,Stoke City,18,5,10,3,15:13,2,25
10,Norwich City,18,6,7,5,20:27,-7,25
11,Swansea City,18,6,6,6,27:23,4,24
12,West Ham United,18,6,5,7,22:22,0,23
13,Fulham FC,18,5,5,8,28:33,-5,20
14,Newcastle United,18,5,5,8,20:26,-6,20
15,Sunderland AFC,18,4,7,7,19:24,-5,19
16,Aston Villa,18,4,6,8,15:32,-17,18
17,Southampton FC,18,4,4,10,24:35,-11,16
18,Wigan Athletic,18,4,3,11,18:33,-15,15
19,Queens Park Rangers,18,1,7,10,15:31,-16,10
20,Reading FC,18,1,6,11,21:37,-16,9
