#,Team,M,W,D,L,Goals,Diff,Pts
1,Manchester City,12,8,4,0,25:10,15,28
2,Manchester United,12,9,0,3,29:17,12,27
3,Chelsea FC,12,7,3,2,24:13,11,24
4,West Bromwich Albion,12,7,2,3,19:13,6,23
5,Everton FC,12,5,5,2,22:16,6,20
6,Arsenal FC,12,5,4,3,23:13,10,19
7,West Ham United,12,5,4,3,15:12,3,19
8,Tottenham Hotspur,12,5,2,5,20:21,-1,17
9,Fulham FC,12,4,4,4,25:22,3,16
10,Swansea City,12,4,4,4,18:16,2,16
11,Liverpool FC,12,3,6,3,17:16,1,15
12,Sunderland AFC,12,3,6,3,13:12,1,15
13,Newcastle United,12,3,5,4,13:17,-4,14
14,Norwich City,12,3,5,4,9:18,-9,14
15,Stoke City,12,2,7,3,10:11,-1,13
16,Wigan Athletic,12,3,2,7,12:21,-9,11
17,Reading FC,12,1,6,5,14:22,-8,9
18,Aston Villa,12,2,3,7,10:22,-12,9
19,Southampton FC,12,2,2,8,18:30,-12,8
20,Queens Park Rangers,12,0,4,8,9:23,-14,4
