#,Team,M,W,D,L,Goals,Diff,Pts
1,Arsenal FC,19,12,3,4,33:18,15,39
2,Leicester City,19,11,6,2,37:25,12,39
3,Manchester City,19,11,3,5,37:20,17,36
4,Tottenham Hotspur,19,9,8,2,33:15,18,35
5,Crystal Palace,19,9,4,6,23:16,7,31
6,Manchester United,19,8,6,5,22:16,6,30
7,Liverpool FC,19,8,6,5,22:22,0,30
8,West Ham United,19,7,8,4,28:23,5,29
9,Watford FC,19,8,5,6,24:20,4,29
10,Stoke City,19,8,5,6,20:19,1,29
11,Everton FC,19,6,8,5,35:28,7,26
12,Southampton FC,19,6,6,7,26:23,3,24
13,West Bromwich Albion,19,6,5,8,18:24,-6,23
14,Chelsea FC,19,5,5,9,23:29,-6,20
15,Norwich City,19,5,5,9,22:32,-10,20
16,AFC Bournemouth,19,5,5,9,22:34,-12,20
17,Swansea City,19,4,7,8,16:24,-8,19
18,Newcastle United,19,4,5,10,19:34,-15,17
19,Sunderland AFC,19,3,3,13,19:38,-19,12
20,Aston Villa,19,1,5,13,15:34,-19,8
