#,Team,M,W,D,L,Goals,Diff,Pts
1,Chelsea FC,11,9,2,0,28:11,17,29
2,Southampton FC,11,8,1,2,23:5,18,25
3,Manchester City,11,6,3,2,22:12,10,21
4,West Ham United,11,5,3,3,19:14,5,18
5,Swansea City,11,5,3,3,15:11,4,18
6,Arsenal FC,11,4,5,2,19:13,6,17
7,Manchester United,11,4,4,3,17:14,3,16
8,Newcastle United,11,4,4,3,13:15,-2,16
9,Stoke City,11,4,3,4,12:13,-1,15
10,Everton FC,11,3,5,3,20:18,2,14
11,Liverpool FC,11,4,2,5,14:15,-1,14
12,Tottenham Hotspur,11,4,2,5,14:16,-2,14
13,West Bromwich Albion,11,3,4,4,13:15,-2,13
14,Sunderland AFC,11,2,6,3,12:19,-7,12
15,Hull City,11,2,5,4,13:15,-2,11
16,Aston Villa,11,3,2,6,5:16,-11,11
17,Crystal Palace,11,2,3,6,14:20,-6,9
18,Leicester City,11,2,3,6,11:18,-7,9
19,Queens Park Rangers,11,2,2,7,11:22,-11,8
20,Burnley FC,11,1,4,6,6:19,-13,7
