#,Team,M,W,D,L,Goals,Diff,Pts
1,Manchester City,16,13,2,1,50:15,35,41
2,Manchester United,16,12,3,1,37:14,23,39
3,Tottenham Hotspur,16,12,1,3,33:18,15,37
4,Chelsea FC,16,10,2,4,34:19,15,32
5,Arsenal FC,16,9,2,5,31:24,7,29
6,Liverpool FC,16,8,5,3,20:13,7,29
7,Newcastle United,16,7,6,3,21:19,2,27
8,Stoke City,16,7,3,6,18:25,-7,24
9,Norwich City,16,5,5,6,25:29,-4,20
10,Aston Villa,16,4,7,5,18:21,-3,19
11,Fulham FC,16,4,6,6,18:18,0,18
12,Swansea City,16,4,6,6,16:20,-4,18
13,West Bromwich Albion,16,5,3,8,16:24,-8,18
14,Everton FC,16,5,2,9,16:21,-5,17
15,Queens Park Rangers,16,4,4,8,15:28,-13,16
16,Sunderland AFC,16,3,5,8,18:19,-1,14
17,Wolverhampton Wanderers,16,4,2,10,17:30,-13,14
18,Wigan Athletic,16,3,4,9,15:30,-15,13
19,Blackburn Rovers,16,2,4,10,23:36,-13,10
20,Bolton Wanderers,16,3,0,13,20:38,-18,9
