#,Team,M,W,D,L,Goals,Diff,Pts
1,Manchester City,13,11,2,0,43:12,31,35
2,Tottenham Hotspur,13,10,1,2,28:16,12,31
3,Manchester United,13,9,3,1,30:13,17,30
4,Newcastle United,13,7,5,1,19:12,7,26
5,Chelsea FC,13,8,1,4,28:17,11,25
6,Liverpool FC,13,6,5,2,17:12,5,23
7,Arsenal FC,13,7,2,4,26:23,3,23
8,Aston Villa,13,3,7,3,16:17,-1,16
9,Norwich City,13,4,4,5,19:21,-2,16
10,Everton FC,13,5,1,7,15:18,-3,16
11,Queens Park Rangers,13,4,3,6,14:24,-10,15
12,Stoke City,13,4,3,6,13:23,-10,15
13,Swansea City,13,3,5,5,12:16,-4,14
14,West Bromwich Albion,13,4,2,7,12:20,-8,14
15,Fulham FC,13,2,6,5,15:16,-1,12
16,Sunderland AFC,13,2,5,6,15:15,0,11
17,Wolverhampton Wanderers,13,3,2,8,13:23,-10,11
18,Bolton Wanderers,13,3,0,10,19:31,-12,9
19,Wigan Athletic,13,2,3,8,12:24,-12,9
20,Blackburn Rovers,13,1,4,8,17:30,-13,7
