#,Team,M,W,D,L,Goals,Diff,Pts
1,Manchester City,11,10,1,0,39:10,29,31
2,Manchester United,11,8,2,1,28:12,16,26
3,Newcastle United,11,7,4,0,17:8,9,25
4,Tottenham Hotspur,11,8,1,2,23:15,8,25
5,Chelsea FC,11,7,1,3,24:15,9,22
6,Liverpool FC,11,5,4,2,14:10,4,19
7,Arsenal FC,11,6,1,4,23:21,2,19
8,Aston Villa,11,3,6,2,16:15,1,15
9,Norwich City,11,3,4,4,16:18,-2,13
10,Swansea City,11,3,4,4,12:15,-3,13
11,Queens Park Rangers,11,3,3,5,10:20,-10,12
12,Stoke City,11,3,3,5,8:19,-11,12
13,Wolverhampton Wanderers,11,3,2,6,12:18,-6,11
14,West Bromwich Albion,11,3,2,6,9:16,-7,11
15,Sunderland AFC,11,2,4,5,14:13,1,10
16,Fulham FC,11,2,4,5,14:15,-1,10
17,Everton FC,11,3,1,7,11:17,-6,10
18,Bolton Wanderers,11,3,0,8,18:27,-9,9
19,Blackburn Rovers,11,1,3,7,13:24,-11,6
20,Wigan Athletic,11,1,2,8,7:20,-13,5
