#,Team,M,W,D,L,Goals,Diff,Pts
1,Manchester United,37,22,11,4,74:35,39,77
2,Chelsea FC,37,21,8,8,69:32,37,71
3,Manchester City,37,20,8,9,58:33,25,68
4,Arsenal FC,37,19,10,8,70:41,29,67
5,Tottenham Hotspur,37,15,14,8,53:45,8,59
6,Liverpool FC,37,17,7,13,59:43,16,58
7,Everton FC,37,12,15,10,50:45,5,51
8,Fulham FC,37,11,15,11,47:41,6,48
9,Stoke City,37,13,7,17,46:47,-1,46
10,Bolton Wanderers,37,12,10,15,52:54,-2,46
11,West Bromwich Albion,37,12,10,15,53:68,-15,46
12,Newcastle United,37,11,12,14,53:54,-1,45
13,Aston Villa,37,11,12,14,47:59,-12,45
14,Sunderland AFC,37,11,11,15,42:56,-14,44
15,Blackburn Rovers,37,10,10,17,43:57,-14,40
16,Wolverhampton Wanderers,37,11,7,19,44:63,-19,40
17,Birmingham City,37,8,15,14,36:56,-20,39
18,Blackpool FC,37,10,9,18,53:74,-21,39
19,Wigan Athletic,37,8,15,14,39:61,-22,39
20,West Ham United,37,7,12,18,43:67,-24,33
